Name,Active,MCS
BPP_6,BPP,0.293
BPP_7,BPP,0.469
BPP_8,BPP,0.293
BPP_9,BPP,0.545
BPP_10,BPP,0.441
BPP_11,BPP,0.268
BPP_12,BPP,0.432
BPP_13,BPP,0.282
BPP_14,BPP,0.262
BPP_15,BPP,0.297
BPP_16,BPP,0.308
BPP_17,BPP,0.441
BPP_18,BPP,0.4
BPP_19,BPP,0.412
BPP_20,BPP,0.361
BPP_21,BPP,0.371
BPP_22,BPP,0.371
BPP_23,BPP,0.361
BPP_24,BPP,0.361
BPP_25,BPP,0.174
BPP_26,BPP,0.455
BPP_27,BPP,0.441
BPP_28,BPP,0.441
BPP_29,BPP,0.441
BPP_30,BPP,0.35
BPP_31,BPP,0.405
BPP_32,BPP,0.405
BPP_33,BPP,0.262
BPP_34,BPP,0.389
BPP_35,BPP,0.4
BPP_36,BPP,0.548
BPP_37,BPP,0.412
BPP_38,BPP,0.485
BPP_39,BPP,0.4
BPP_40,BPP,0.485
BPP_41,BPP,0.412
BPP_42,BPP,0.333
BPP_43,BPP,0.455
BPP_44,BPP,0.382
BPP_45,BPP,0.424
BPP_46,BPP,0.455
BPP_47,BPP,0.441
BPP_48,BPP,0.371
BPP_49,BPP,0.469
BPP_50,BPP,0.174
HOP_1,HOP,0.227
HOP_2,HOP,0.279
HOP_3,HOP,0.238
HOP_4,HOP,0.268
HOP_5,HOP,0.31
HOP_6,HOP,0.31
HOP_7,HOP,0.41
HOP_8,HOP,0.293
HOP_9,HOP,0.182
HOP_10,HOP,0.256
HOP_11,HOP,0.2
HOP_12,HOP,0.214
HOP_13,HOP,0.238
HOP_14,HOP,0.514
HOP_15,HOP,0.35
HOP_16,HOP,0.405
HOP_17,HOP,0.167
HOP_18,HOP,0.41
HOP_19,HOP,0.2
HOP_20,HOP,0.462
HOP_21,HOP,0.368
HOP_22,HOP,0.2
HOP_23,HOP,0.395
HOP_24,HOP,0.262
HOP_25,HOP,0.222
HOP_26,HOP,0.217
HOP_27,HOP,0.238
HOP_28,HOP,0.385
HOP_29,HOP,0.262
HOP_30,HOP,0.205
HOP_31,HOP,0.27
HOP_32,HOP,0.167
HOP_33,HOP,0.375
HOP_34,HOP,0.225
HOP_35,HOP,0.474
HOP_36,HOP,0.447
HOP_37,HOP,0.317
HOP_38,HOP,0.256
HOP_39,HOP,0.35
HOP_40,HOP,0.214
HOP_41,HOP,0.368
HOP_42,HOP,0.238
HOP_43,HOP,0.209
HOP_44,HOP,0.196
HOP_45,HOP,0.182
HOP_46,HOP,0.31
HOP_47,HOP,0.209
HOP_48,HOP,0.2
HOP_49,HOP,0.341
HOP_50,HOP,0.286
MXA_1,MXA,0.353
MXA_2,MXA,0.621
MXA_3,MXA,0.371
MXA_4,MXA,0.531
MXA_5,MXA,0.4
MXA_6,MXA,0.412
MXA_7,MXA,0.424
MXA_8,MXA,0.324
MXA_9,MXA,0.364
MXA_10,MXA,0.286
MXA_11,MXA,0.375
MXA_12,MXA,0.237
MXA_13,MXA,0.237
MXA_14,MXA,0.533
MXA_15,MXA,0.4
MXA_16,MXA,0.455
MXA_17,MXA,0.424
MXA_18,MXA,0.419
MXA_19,MXA,0.548
MXA_20,MXA,0.412
MXA_21,MXA,0.412
MXA_22,MXA,0.286
MXA_23,MXA,0.162
MXA_24,MXA,0.364
MXA_25,MXA,0.278
MXA_26,MXA,0.294
MXA_27,MXA,0.516
MXA_28,MXA,0.205
MXA_29,MXA,0.452
MXA_30,MXA,0.211
MXA_31,MXA,0.485
MXA_32,MXA,0.27
MXA_33,MXA,0.351
MXA_34,MXA,0.394
MXA_35,MXA,0.531
MXA_36,MXA,0.286
MXA_37,MXA,0.286
MXA_38,MXA,0.441
MXA_39,MXA,0.531
MXA_40,MXA,0.324
MXA_41,MXA,0.25
MXA_42,MXA,0.189
MXA_43,MXA,0.519
MXA_44,MXA,0.273
MXA_45,MXA,0.25
MXA_46,MXA,0.25
MXA_47,MXA,0.586
MXA_48,MXA,0.586
MXA_49,MXA,0.316
MXA_50,MXA,0.552
MXA_51,MXA,0.424
MXA_52,MXA,0.278
MXA_53,MXA,0.294
MXA_54,MXA,0.333
MXA_55,MXA,0.222
MXA_56,MXA,0.333
MXA_57,MXA,0.257
MXA_58,MXA,0.189
MXA_59,MXA,0.216
MXA_60,MXA,0.162
MXA_61,MXA,0.167
MXA_62,MXA,0.69
MXA_63,MXA,0.5
MXA_64,MXA,0.419
MXA_65,MXA,0.5
MXA_66,MXA,0.406
MXA_67,MXA,0.406
MXA_68,MXA,0.257
MXA_69,MXA,0.216
MXA_70,MXA,0.333
MXA_71,MXA,0.216
MXA_72,MXA,0.452
MXA_73,MXA,0.469
MXA_74,MXA,0.516
MXA_75,MXA,0.4
MXA_76,MXA,0.312
MXA_77,MXA,0.222
MXA_78,MXA,0.452
MXA_79,MXA,0.406
MXA_80,MXA,0.286
MXA_81,MXA,0.324
MXA_82,MXA,0.25
MXA_83,MXA,0.324
MXA_84,MXA,0.286
MXA_85,MXA,0.303
MXA_86,MXA,0.222
MXA_87,MXA,0.189
MXA_88,MXA,0.184
MXA_89,MXA,0.25
MXA_90,MXA,0.5
MXA_91,MXA,0.364
MXA_92,MXA,0.353
MXA_93,MXA,0.324
MXA_94,MXA,0.189
MXA_95,MXA,0.452
MXA_96,MXA,0.257
MXA_97,MXA,0.406
MXA_98,MXA,0.375
MXA_99,MXA,0.257
MXA_100,MXA,0.162
LY2_1,LY2,0.29
LY2_2,LY2,0.433
LY2_3,LY2,0.286
LY2_4,LY2,0.424
LY2_5,LY2,0.394
LY2_6,LY2,0.333
LY2_7,LY2,0.371
LY2_8,LY2,0.229
LY2_9,LY2,0.212
LY2_10,LY2,0.353
LY2_11,LY2,0.265
LY2_12,LY2,0.303
LY2_13,LY2,0.323
LY2_14,LY2,0.324
LY2_15,LY2,0.4
LY2_16,LY2,0.5
LY2_17,LY2,0.222
LY2_18,LY2,0.229
LY2_19,LY2,0.364
LY2_20,LY2,0.4
LY2_21,LY2,0.344
LY2_22,LY2,0.433
LY2_23,LY2,0.243
LY2_24,LY2,0.375
LY2_25,LY2,0.3
LY2_26,LY2,0.344
LY2_27,LY2,0.343
LY2_28,LY2,0.273
LY2_29,LY2,0.323
LY2_30,LY2,0.387
LY2_31,LY2,0.29
LY2_32,LY2,0.344
LY2_33,LY2,0.281
LY2_34,LY2,0.303
LY2_35,LY2,0.367
LY2_36,LY2,0.536
LY2_37,LY2,0.536
LY2_38,LY2,0.387
LY2_39,LY2,0.333
LY2_40,LY2,0.273
LY2_41,LY2,0.355
LY2_42,LY2,0.324
LY2_43,LY2,0.303
LY2_44,LY2,0.312
LY2_45,LY2,0.312
LY2_46,LY2,0.257
LY2_47,LY2,0.375
LY2_48,LY2,0.265
LY2_49,LY2,0.294
LY2_50,LY2,0.257
LY2_51,LY2,0.452
LY2_52,LY2,0.419
LY2_53,LY2,0.607
LY2_54,LY2,0.387
LY2_55,LY2,0.314
LY2_56,LY2,0.406
LY2_57,LY2,0.294
LY2_58,LY2,0.552
LY2_59,LY2,0.364
LY2_60,LY2,0.265
LY2_61,LY2,0.667
LY2_62,LY2,0.643
LY2_63,LY2,0.281
LY2_64,LY2,0.324
LY2_65,LY2,0.286
LY2_66,LY2,0.216
LY2_67,LY2,0.448
LY2_68,LY2,0.294
LY2_69,LY2,0.273
LY2_70,LY2,0.519
LY2_71,LY2,0.484
LY2_72,LY2,0.483
LY2_73,LY2,0.394
LY2_74,LY2,0.333
LY2_75,LY2,0.406
LY2_76,LY2,0.387
LY2_77,LY2,0.286
LY2_78,LY2,0.265
LY2_79,LY2,0.452
LY2_80,LY2,0.312
LY2_81,LY2,0.394
LY2_82,LY2,0.406
LY2_83,LY2,0.324
LY2_84,LY2,0.452
LY2_85,LY2,0.294
LY2_86,LY2,0.533
LY2_87,LY2,0.235
LY2_88,LY2,0.2
LY2_89,LY2,0.219
LY2_90,LY2,0.294
LY2_91,LY2,0.387
LY2_92,LY2,0.375
LY2_93,LY2,0.387
LY2_94,LY2,0.387
LY2_95,LY2,0.517
LY2_96,LY2,0.344
LY2_97,LY2,0.448
LY2_98,LY2,0.414
LY2_99,LY2,0.4
LY2_100,LY2,0.387
HEP_1,HEP,0.167
HEP_2,HEP,0.282
HEP_3,HEP,0.2
HEP_4,HEP,0.175
HEP_5,HEP,0.231
HEP_6,HEP,0.186
HEP_7,HEP,0.167
HEP_8,HEP,0.167
HEP_9,HEP,0.171
HEP_10,HEP,0.159
HEP_11,HEP,0.159
HEP_12,HEP,0.186
HEP_13,HEP,0.159
HEP_14,HEP,0.194
HEP_15,HEP,0.167
HEP_16,HEP,0.163
HEP_17,HEP,0.167
HEP_18,HEP,0.194
HEP_19,HEP,0.25
HEP_20,HEP,0.214
HEP_21,HEP,0.163
HEP_22,HEP,0.19
HEP_23,HEP,0.175
HEP_24,HEP,0.222
HEP_25,HEP,0.19
HEP_26,HEP,0.133
HEP_27,HEP,0.194
HEP_28,HEP,0.195
HEP_29,HEP,0.132
HEP_30,HEP,0.167
HEP_31,HEP,0.324
HEP_32,HEP,0.158
HEP_33,HEP,0.19
HEP_34,HEP,0.179
HEP_35,HEP,0.195
HEP_36,HEP,0.171
HEP_37,HEP,0.205
HEP_38,HEP,0.189
HEP_39,HEP,0.238
HEP_40,HEP,0.2
HEP_41,HEP,0.098
HEP_42,HEP,0.222
HEP_43,HEP,0.162
HEP_44,HEP,0.162
HEP_45,HEP,0.257
HEP_46,HEP,0.091
HEP_47,HEP,0.22
HEP_48,HEP,0.324
HEP_49,HEP,0.116
HEP_50,HEP,0.162
AGB_1,AGB,0.263
AGB_2,AGB,0.3
AGB_3,AGB,0.293
AGB_4,AGB,0.294
AGB_5,AGB,0.195
AGB_6,AGB,0.303
AGB_7,AGB,0.256
AGB_8,AGB,0.278
AGB_9,AGB,0.25
AGB_10,AGB,0.222
AGB_11,AGB,0.243
AGB_12,AGB,0.222
AGB_13,AGB,0.243
AGB_14,AGB,0.216
AGB_15,AGB,0.189
AGB_16,AGB,0.158
AGB_17,AGB,0.27
AGB_18,AGB,0.455
AGB_19,AGB,0.4
AGB_20,AGB,0.343
AGB_21,AGB,0.303
AGB_22,AGB,0.278
AGB_23,AGB,0.25
AGB_24,AGB,0.483
AGB_25,AGB,0.353
AGB_26,AGB,0.306
AGB_27,AGB,0.278
AGB_28,AGB,0.306
AGB_29,AGB,0.27
AGB_30,AGB,0.306
AGB_31,AGB,0.306
AGB_32,AGB,0.306
AGB_33,AGB,0.286
AGB_34,AGB,0.314
AGB_35,AGB,0.343
AGB_36,AGB,0.314
AGB_37,AGB,0.324
AGB_38,AGB,0.243
AGB_39,AGB,0.343
AGB_40,AGB,0.343
AGB_41,AGB,0.306
AGB_42,AGB,0.278
AGB_43,AGB,0.27
AGB_44,AGB,0.25
AGB_45,AGB,0.306
AGB_46,AGB,0.278
AGB_47,AGB,0.306
AGB_48,AGB,0.286
AGB_49,AGB,0.27
AGB_50,AGB,0.278
R99_1,R99,0.282
R99_2,R99,0.231
R99_3,R99,0.262
R99_4,R99,0.159
R99_5,R99,0.184
R99_6,R99,0.205
R99_7,R99,0.146
R99_8,R99,0.179
R99_9,R99,0.179
R99_10,R99,0.237
R99_11,R99,0.237
R99_12,R99,0.394
R99_13,R99,0.205
R99_14,R99,0.154
R99_15,R99,0.342
R99_16,R99,0.186
R99_17,R99,0.389
R99_18,R99,0.306
R99_19,R99,0.175
R99_20,R99,0.205
R99_21,R99,0.205
R99_22,R99,0.368
R99_23,R99,0.214
R99_24,R99,0.171
R99_25,R99,0.351
R99_26,R99,0.175
R99_27,R99,0.27
R99_28,R99,0.205
R99_29,R99,0.278
R99_30,R99,0.237
R99_31,R99,0.27
R99_32,R99,0.27
R99_33,R99,0.237
R99_34,R99,0.237
R99_35,R99,0.205
R99_36,R99,0.378
R99_37,R99,0.424
R99_38,R99,0.27
R99_39,R99,0.205
R99_40,R99,0.262
R99_41,R99,0.306
R99_42,R99,0.237
R99_43,R99,0.27
R99_44,R99,0.275
R99_45,R99,0.325
R99_46,R99,0.325
R99_47,R99,0.25
R99_48,R99,0.225
R99_49,R99,0.293
R99_50,R99,0.286
RL2_1,RL2,0.186
RL2_2,RL2,0.35
RL2_3,RL2,0.317
RL2_4,RL2,0.351
RL2_5,RL2,0.167
RL2_6,RL2,0.341
RL2_7,RL2,0.385
RL2_8,RL2,0.159
RL2_9,RL2,0.256
RL2_10,RL2,0.273
RL2_11,RL2,0.227
RL2_12,RL2,0.237
RL2_13,RL2,0.179
RL2_14,RL2,0.184
RL2_15,RL2,0.179
RL2_16,RL2,0.333
RL2_17,RL2,0.237
RL2_18,RL2,0.154
RL2_19,RL2,0.167
RL2_20,RL2,0.25
RL2_21,RL2,0.179
RL2_22,RL2,0.244
RL2_23,RL2,0.238
RL2_24,RL2,0.27
RL2_25,RL2,0.306
RL2_26,RL2,0.217
RL2_27,RL2,0.361
RL2_28,RL2,0.238
RL2_29,RL2,0.353
RL2_30,RL2,0.333
RL2_31,RL2,0.205
RL2_32,RL2,0.27
RL2_33,RL2,0.27
RL2_34,RL2,0.27
RL2_35,RL2,0.243
RL2_36,RL2,0.282
RL2_37,RL2,0.179
RL2_38,RL2,0.25
RL2_39,RL2,0.27
RL2_40,RL2,0.469
RL2_41,RL2,0.195
RL2_42,RL2,0.211
RL2_43,RL2,0.243
RL2_44,RL2,0.211
RL2_45,RL2,0.237
RL2_46,RL2,0.27
RL2_47,RL2,0.262
RL2_48,RL2,0.256
RL2_49,RL2,0.31
RL2_50,RL2,0.186
EFZ_1,EFZ,0.355
EFZ_2,EFZ,0.312
EFZ_3,EFZ,0.333
EFZ_4,EFZ,0.333
EFZ_5,EFZ,0.333
EFZ_6,EFZ,0.333
EFZ_7,EFZ,0.324
EFZ_8,EFZ,0.294
EFZ_9,EFZ,0.324
EFZ_10,EFZ,0.323
EFZ_11,EFZ,0.312
EFZ_12,EFZ,0.323
EFZ_13,EFZ,0.235
EFZ_14,EFZ,0.273
EFZ_15,EFZ,0.257
EFZ_16,EFZ,0.344
EFZ_17,EFZ,0.333
EFZ_18,EFZ,0.312
EFZ_19,EFZ,0.312
EFZ_20,EFZ,0.312
EFZ_21,EFZ,0.333
EFZ_22,EFZ,0.267
EFZ_23,EFZ,0.273
EFZ_24,EFZ,0.419
EFZ_25,EFZ,0.29
EFZ_26,EFZ,0.273
EFZ_27,EFZ,0.344
EFZ_28,EFZ,0.333
EFZ_29,EFZ,0.267
EFZ_30,EFZ,0.258
EFZ_31,EFZ,0.312
EFZ_32,EFZ,0.323
EFZ_33,EFZ,0.267
EFZ_34,EFZ,0.333
EFZ_35,EFZ,0.324
EFZ_36,EFZ,0.393
EFZ_37,EFZ,0.333
EFZ_38,EFZ,0.333
EFZ_39,EFZ,0.323
EFZ_40,EFZ,0.355
EFZ_41,EFZ,0.355
EFZ_42,EFZ,0.281
EFZ_43,EFZ,0.393
EFZ_44,EFZ,0.333
EFZ_45,EFZ,0.355
EFZ_46,EFZ,0.25
EFZ_47,EFZ,0.294
EFZ_48,EFZ,0.429
EFZ_49,EFZ,0.265
EFZ_50,EFZ,0.364
BRL_1,BRL,0.256
BRL_2,BRL,0.244
BRL_3,BRL,0.324
BRL_4,BRL,0.275
BRL_5,BRL,0.244
BRL_6,BRL,0.243
BRL_7,BRL,0.237
BRL_8,BRL,0.316
BRL_9,BRL,0.216
BRL_10,BRL,0.244
BRL_11,BRL,0.316
BRL_12,BRL,0.316
BRL_13,BRL,0.22
BRL_14,BRL,0.225
BRL_15,BRL,0.275
BRL_16,BRL,0.256
BRL_17,BRL,0.297
BRL_18,BRL,0.471
BRL_19,BRL,0.316
BRL_20,BRL,0.244
BRL_21,BRL,0.244
BRL_22,BRL,0.22
BRL_23,BRL,0.22
BRL_24,BRL,0.268
BRL_25,BRL,0.171
BRL_26,BRL,0.225
BRL_27,BRL,0.25
BRL_28,BRL,0.244
BRL_29,BRL,0.225
BRL_30,BRL,0.256
BRL_31,BRL,0.282
BRL_32,BRL,0.25
BRL_33,BRL,0.22
BRL_34,BRL,0.25
BRL_35,BRL,0.195
BRL_36,BRL,0.214
BRL_37,BRL,0.25
BRL_38,BRL,0.225
BRL_39,BRL,0.22
BRL_40,BRL,0.244
BRL_41,BRL,0.25
BRL_42,BRL,0.214
BRL_43,BRL,0.22
BRL_44,BRL,0.256
BRL_45,BRL,0.389
BRL_46,BRL,0.256
BRL_47,BRL,0.256
BRL_48,BRL,0.256
BRL_49,BRL,0.195
BRL_50,BRL,0.22
BRL_51,BRL,0.256
BRL_52,BRL,0.351
BRL_53,BRL,0.282
BRL_54,BRL,0.225
BRL_55,BRL,0.351
BRL_56,BRL,0.263
BRL_57,BRL,0.371
BRL_58,BRL,0.225
BRL_59,BRL,0.256
BRL_60,BRL,0.275
BRL_61,BRL,0.324
BRL_62,BRL,0.231
BRL_63,BRL,0.22
BRL_64,BRL,0.324
BRL_65,BRL,0.27
BRL_66,BRL,0.316
BRL_67,BRL,0.4
BRL_68,BRL,0.22
BRL_69,BRL,0.297
BRL_70,BRL,0.351
BRL_71,BRL,0.237
BRL_72,BRL,0.237
BRL_73,BRL,0.225
BRL_74,BRL,0.263
BRL_75,BRL,0.297
BRL_76,BRL,0.316
BRL_77,BRL,0.263
BRL_78,BRL,0.324
BRL_79,BRL,0.25
BRL_80,BRL,0.237
BRL_81,BRL,0.25
BRL_82,BRL,0.256
BRL_83,BRL,0.256
BRL_84,BRL,0.25
BRL_85,BRL,0.471
BRL_86,BRL,0.186
BRL_87,BRL,0.282
BRL_88,BRL,0.324
BRL_89,BRL,0.27
BRL_90,BRL,0.282
BRL_91,BRL,0.256
BRL_92,BRL,0.22
BRL_93,BRL,0.225
BRL_94,BRL,0.231
BRL_95,BRL,0.25
BRL_96,BRL,0.25
BRL_97,BRL,0.22
BRL_98,BRL,0.256
BRL_99,BRL,0.289
BRL_100,BRL,0.225
PRC_1,PRC,0.333
PRC_2,PRC,0.273
PRC_3,PRC,0.45
PRC_4,PRC,0.318
PRC_5,PRC,0.279
PRC_6,PRC,0.568
PRC_7,PRC,0.163
PRC_8,PRC,0.5
PRC_9,PRC,0.261
PRC_10,PRC,0.326
PRC_11,PRC,0.583
PRC_12,PRC,0.514
PRC_13,PRC,0.462
PRC_14,PRC,0.381
PRC_15,PRC,0.349
PRC_16,PRC,0.474
PRC_17,PRC,0.415
PRC_18,PRC,0.35
PRC_19,PRC,0.188
PRC_20,PRC,0.273
PRC_21,PRC,0.41
PRC_22,PRC,0.528
PRC_23,PRC,0.222
PRC_24,PRC,0.349
PRC_25,PRC,0.366
PRC_26,PRC,0.196
PRC_27,PRC,0.514
PRC_28,PRC,0.357
PRC_29,PRC,0.4
PRC_30,PRC,0.244
PRC_31,PRC,0.25
PRC_32,PRC,0.302
PRC_33,PRC,0.227
PRC_34,PRC,0.333
PRC_35,PRC,0.222
PRC_36,PRC,0.17
PRC_37,PRC,0.357
PRC_38,PRC,0.6
PRC_39,PRC,0.39
PRC_40,PRC,0.227
PRC_41,PRC,0.244
PRC_42,PRC,0.366
PRC_43,PRC,0.474
PRC_44,PRC,0.31
PRC_45,PRC,0.256
PRC_46,PRC,0.459
PRC_47,PRC,0.385
PRC_48,PRC,0.2
PRC_49,PRC,0.31
PRC_50,PRC,0.302
9AR_1,9AR,0.214
9AR_2,9AR,0.417
9AR_3,9AR,0.333
9AR_4,9AR,0.25
9AR_5,9AR,0.238
9AR_6,9AR,0.282
9AR_7,9AR,0.19
9AR_8,9AR,0.282
9AR_9,9AR,0.293
9AR_10,9AR,0.233
9AR_11,9AR,0.395
9AR_12,9AR,0.395
9AR_13,9AR,0.152
9AR_14,9AR,0.205
9AR_15,9AR,0.238
9AR_16,9AR,0.238
9AR_17,9AR,0.205
9AR_18,9AR,0.238
9AR_19,9AR,0.048
9AR_20,9AR,0.256
9AR_21,9AR,0.238
9AR_22,9AR,0.196
9AR_23,9AR,0.214
9AR_24,9AR,0.214
9AR_25,9AR,0.432
9AR_26,9AR,0.432
9AR_27,9AR,0.2
9AR_28,9AR,0.244
9AR_29,9AR,0.385
9AR_30,9AR,0.233
9AR_31,9AR,0.256
9AR_32,9AR,0.186
9AR_33,9AR,0.25
9AR_34,9AR,0.457
9AR_35,9AR,0.286
9AR_36,9AR,0.3
9AR_37,9AR,0.3
9AR_38,9AR,0.325
9AR_39,9AR,0.244
9AR_40,9AR,0.529
9AR_41,9AR,0.342
9AR_42,9AR,0.149
9AR_43,9AR,0.459
9AR_44,9AR,0.205
9AR_45,9AR,0.325
9AR_46,9AR,0.268
9AR_47,9AR,0.268
9AR_48,9AR,0.459
9AR_49,9AR,0.325
9AR_50,9AR,0.417
106_1,106,0.256
106_2,106,0.25
106_3,106,0.2
106_4,106,0.282
106_5,106,0.244
106_6,106,0.214
106_7,106,0.225
106_8,106,0.22
106_9,106,0.244
106_10,106,0.355
106_11,106,0.238
106_12,106,0.238
106_13,106,0.303
106_14,106,0.231
106_15,106,0.235
106_16,106,0.256
106_17,106,0.209
106_18,106,0.27
106_19,106,0.278
106_20,106,0.275
106_21,106,0.303
106_22,106,0.25
106_23,106,0.257
106_24,106,0.214
106_25,106,0.237
106_26,106,0.244
106_27,106,0.405
106_28,106,0.324
106_29,106,0.22
106_30,106,0.231
106_31,106,0.209
106_32,106,0.25
106_33,106,0.303
106_34,106,0.229
106_35,106,0.214
106_36,106,0.25
106_37,106,0.214
106_38,106,0.237
106_39,106,0.186
106_40,106,0.214
106_41,106,0.278
106_42,106,0.263
106_43,106,0.22
106_44,106,0.244
106_45,106,0.294
106_46,106,0.263
106_47,106,0.25
106_48,106,0.238
106_49,106,0.278
106_50,106,0.238
PNN_1,PNN,0.333
PNN_2,PNN,0.216
PNN_3,PNN,0.189
PNN_4,PNN,0.25
PNN_5,PNN,0.353
PNN_6,PNN,0.25
PNN_7,PNN,0.314
PNN_8,PNN,0.607
PNN_9,PNN,0.189
PNN_10,PNN,0.2
PNN_11,PNN,0.229
PNN_12,PNN,0.294
PNN_13,PNN,0.229
PNN_14,PNN,0.237
PNN_15,PNN,0.222
PNN_16,PNN,0.286
PNN_17,PNN,0.333
PNN_18,PNN,0.294
PNN_19,PNN,0.433
PNN_20,PNN,0.303
PNN_21,PNN,0.222
PNN_22,PNN,0.257
PNN_23,PNN,0.243
PNN_24,PNN,0.243
PNN_25,PNN,0.343
PNN_26,PNN,0.2
PNN_27,PNN,0.222
PNN_28,PNN,0.294
PNN_29,PNN,0.257
PNN_30,PNN,0.364
PNN_31,PNN,0.571
PNN_32,PNN,0.375
PNN_33,PNN,0.267
PNN_34,PNN,0.273
PNN_35,PNN,0.229
PNN_36,PNN,0.189
PNN_37,PNN,0.242
PNN_38,PNN,0.394
PNN_39,PNN,0.467
PNN_40,PNN,0.419
PNN_41,PNN,0.2
PNN_42,PNN,0.2
PNN_43,PNN,0.433
PNN_44,PNN,0.278
PNN_45,PNN,0.222
PNN_46,PNN,0.314
PNN_47,PNN,0.286
PNN_48,PNN,0.314
PNN_49,PNN,0.314
PNN_50,PNN,0.229
RQ3_1,RQ3,0.297
RQ3_2,RQ3,0.424
RQ3_3,RQ3,0.316
RQ3_4,RQ3,0.5
RQ3_5,RQ3,0.225
RQ3_6,RQ3,0.389
RQ3_7,RQ3,0.282
RQ3_8,RQ3,0.256
RQ3_9,RQ3,0.2
RQ3_10,RQ3,0.2
RQ3_11,RQ3,0.211
RQ3_12,RQ3,0.205
RQ3_13,RQ3,0.282
RQ3_14,RQ3,0.195
RQ3_15,RQ3,0.333
RQ3_16,RQ3,0.297
RQ3_17,RQ3,0.256
RQ3_18,RQ3,0.256
RQ3_19,RQ3,0.297
RQ3_20,RQ3,0.297
RQ3_21,RQ3,0.211
RQ3_22,RQ3,0.211
RQ3_23,RQ3,0.211
RQ3_24,RQ3,0.211
RQ3_25,RQ3,0.25
RQ3_26,RQ3,0.455
RQ3_27,RQ3,0.316
RQ3_28,RQ3,0.275
RQ3_29,RQ3,0.209
RQ3_30,RQ3,0.195
RQ3_31,RQ3,0.25
RQ3_32,RQ3,0.263
RQ3_33,RQ3,0.545
RQ3_34,RQ3,0.361
RQ3_35,RQ3,0.316
RQ3_36,RQ3,0.412
RQ3_37,RQ3,0.25
RQ3_38,RQ3,0.243
RQ3_39,RQ3,0.417
RQ3_40,RQ3,0.412
RQ3_41,RQ3,0.2
RQ3_42,RQ3,0.297
RQ3_43,RQ3,0.27
RQ3_44,RQ3,0.225
RQ3_45,RQ3,0.19
RQ3_46,RQ3,0.314
RQ3_47,RQ3,0.361
RQ3_48,RQ3,0.316
RQ3_49,RQ3,0.515
RQ3_50,RQ3,0.275
FAF_1,FAF,0.483
FAF_2,FAF,0.387
FAF_3,FAF,0.229
FAF_4,FAF,0.483
FAF_5,FAF,0.194
FAF_6,FAF,0.235
FAF_7,FAF,0.25
FAF_8,FAF,0.448
FAF_9,FAF,0.206
FAF_10,FAF,0.344
FAF_11,FAF,0.206
FAF_12,FAF,0.265
FAF_13,FAF,0.414
FAF_14,FAF,0.355
FAF_15,FAF,0.303
FAF_16,FAF,0.433
FAF_17,FAF,0.387
FAF_18,FAF,0.5
FAF_19,FAF,0.4
FAF_20,FAF,0.303
FAF_21,FAF,0.517
FAF_22,FAF,0.312
FAF_23,FAF,0.235
FAF_24,FAF,0.367
FAF_25,FAF,0.323
FAF_26,FAF,0.593
FAF_27,FAF,0.433
FAF_28,FAF,0.355
FAF_29,FAF,0.312
FAF_30,FAF,0.171
FAF_31,FAF,0.355
FAF_32,FAF,0.242
FAF_33,FAF,0.273
FAF_34,FAF,0.273
FAF_35,FAF,0.273
FAF_36,FAF,0.367
FAF_37,FAF,0.355
FAF_38,FAF,0.265
FAF_39,FAF,0.367
FAF_40,FAF,0.323
FAF_41,FAF,0.355
FAF_42,FAF,0.433
FAF_43,FAF,0.387
FAF_44,FAF,0.206
FAF_45,FAF,0.242
FAF_46,FAF,0.212
FAF_47,FAF,0.387
FAF_48,FAF,0.367
FAF_49,FAF,0.171
FAF_50,FAF,0.483
1PU_1,1PU,0.607
1PU_2,1PU,0.419
1PU_3,1PU,0.419
1PU_4,1PU,0.467
1PU_5,1PU,0.536
1PU_6,1PU,0.306
1PU_7,1PU,0.333
1PU_8,1PU,0.394
1PU_9,1PU,0.387
1PU_10,1PU,0.294
1PU_11,1PU,0.212
1PU_12,1PU,0.303
1PU_13,1PU,0.5
1PU_14,1PU,0.364
1PU_15,1PU,0.481
1PU_16,1PU,0.314
1PU_17,1PU,0.344
1PU_18,1PU,0.286
1PU_19,1PU,0.235
1PU_20,1PU,0.235
1PU_21,1PU,0.517
1PU_22,1PU,0.467
1PU_23,1PU,0.571
1PU_24,1PU,0.571
1PU_25,1PU,0.212
1PU_26,1PU,0.406
1PU_27,1PU,0.63
1PU_28,1PU,0.375
1PU_29,1PU,0.571
1PU_30,1PU,0.229
1PU_31,1PU,0.222
1PU_32,1PU,0.333
1PU_33,1PU,0.229
1PU_34,1PU,0.419
1PU_35,1PU,0.324
1PU_36,1PU,0.448
1PU_37,1PU,0.571
1PU_38,1PU,0.448
1PU_39,1PU,0.323
1PU_40,1PU,0.375
1PU_41,1PU,0.375
1PU_42,1PU,0.387
1PU_43,1PU,0.692
1PU_44,1PU,0.692
1PU_45,1PU,0.375
1PU_46,1PU,0.333
1PU_47,1PU,0.538
1PU_48,1PU,0.375
1PU_49,1PU,0.406
1PU_50,1PU,0.294
2PU_1,2PU,0.333
2PU_2,2PU,0.359
2PU_3,2PU,0.289
2PU_4,2PU,0.472
2PU_5,2PU,0.472
2PU_6,2PU,0.302
2PU_7,2PU,0.342
2PU_8,2PU,0.562
2PU_9,2PU,0.175
2PU_10,2PU,0.378
2PU_11,2PU,0.3
